0/10108000 (epoch 1) loss: 42.395, gen loss: 28.065, ret loss: 6.905, fp loss: 7.413, KL loss: 0.115. 
250000/10108000 (epoch 3) loss: 5.100, gen loss: 1.511, ret loss: 0.141, fp loss: 0.506, KL loss: 29.423. 
260000/10108000 (epoch 3) loss: 5.092, gen loss: 1.506, ret loss: 0.141, fp loss: 0.504, KL loss: 29.424. 
270000/10108000 (epoch 3) loss: 5.084, gen loss: 1.500, ret loss: 0.141, fp loss: 0.502, KL loss: 29.422. 
280000/10108000 (epoch 3) loss: 5.077, gen loss: 1.495, ret loss: 0.140, fp loss: 0.500, KL loss: 29.422. 
290000/10108000 (epoch 3) loss: 5.071, gen loss: 1.490, ret loss: 0.140, fp loss: 0.499, KL loss: 29.422. 
300000/10108000 (epoch 3) loss: 5.064, gen loss: 1.485, ret loss: 0.139, fp loss: 0.497, KL loss: 29.421. 
Model checkpoint: save/all_data_10k_vocab/model3.ckpt. Average for epoch , loss: 5.062
310000/10108000 (epoch 4) loss: 4.981, gen loss: 1.440, ret loss: 0.135, fp loss: 0.470, KL loss: 29.371. 
320000/10108000 (epoch 4) loss: 4.972, gen loss: 1.430, ret loss: 0.136, fp loss: 0.469, KL loss: 29.376. 
330000/10108000 (epoch 4) loss: 4.966, gen loss: 1.427, ret loss: 0.135, fp loss: 0.467, KL loss: 29.370. 
340000/10108000 (epoch 4) loss: 4.961, gen loss: 1.424, ret loss: 0.135, fp loss: 0.466, KL loss: 29.357. 
350000/10108000 (epoch 4) loss: 4.955, gen loss: 1.422, ret loss: 0.134, fp loss: 0.464, KL loss: 29.348. 
360000/10108000 (epoch 4) loss: 4.949, gen loss: 1.419, ret loss: 0.134, fp loss: 0.462, KL loss: 29.346. 
370000/10108000 (epoch 4) loss: 4.942, gen loss: 1.414, ret loss: 0.133, fp loss: 0.461, KL loss: 29.335. 
380000/10108000 (epoch 4) loss: 4.937, gen loss: 1.411, ret loss: 0.133, fp loss: 0.459, KL loss: 29.333. 
390000/10108000 (epoch 4) loss: 4.932, gen loss: 1.408, ret loss: 0.133, fp loss: 0.458, KL loss: 29.327. 
400000/10108000 (epoch 4) loss: 4.927, gen loss: 1.405, ret loss: 0.133, fp loss: 0.458, KL loss: 29.321. 
Model checkpoint: save/all_data_10k_vocab/model4.ckpt. Average for epoch , loss: 4.926
410000/10108000 (epoch 5) loss: 4.876, gen loss: 1.372, ret loss: 0.133, fp loss: 0.446, KL loss: 29.249. 
420000/10108000 (epoch 5) loss: 4.871, gen loss: 1.367, ret loss: 0.131, fp loss: 0.447, KL loss: 29.262. 
430000/10108000 (epoch 5) loss: 4.868, gen loss: 1.364, ret loss: 0.132, fp loss: 0.446, KL loss: 29.268. 
440000/10108000 (epoch 5) loss: 4.868, gen loss: 1.364, ret loss: 0.131, fp loss: 0.446, KL loss: 29.263. 
450000/10108000 (epoch 5) loss: 4.868, gen loss: 1.365, ret loss: 0.131, fp loss: 0.446, KL loss: 29.269. 
460000/10108000 (epoch 5) loss: 4.867, gen loss: 1.364, ret loss: 0.131, fp loss: 0.445, KL loss: 29.268. 
470000/10108000 (epoch 5) loss: 4.864, gen loss: 1.362, ret loss: 0.130, fp loss: 0.445, KL loss: 29.265. 
480000/10108000 (epoch 5) loss: 4.862, gen loss: 1.361, ret loss: 0.130, fp loss: 0.445, KL loss: 29.263. 
490000/10108000 (epoch 5) loss: 4.861, gen loss: 1.360, ret loss: 0.130, fp loss: 0.445, KL loss: 29.260. 
500000/10108000 (epoch 5) loss: 4.859, gen loss: 1.358, ret loss: 0.130, fp loss: 0.445, KL loss: 29.256. 
Model checkpoint: save/all_data_10k_vocab/model5.ckpt. Average for epoch , loss: 4.859
510000/10108000 (epoch 6) loss: 4.832, gen loss: 1.343, ret loss: 0.129, fp loss: 0.440, KL loss: 29.198. 
520000/10108000 (epoch 6) loss: 4.837, gen loss: 1.342, ret loss: 0.129, fp loss: 0.442, KL loss: 29.240. 
530000/10108000 (epoch 6) loss: 4.834, gen loss: 1.338, ret loss: 0.129, fp loss: 0.443, KL loss: 29.243. 
540000/10108000 (epoch 6) loss: 4.835, gen loss: 1.338, ret loss: 0.129, fp loss: 0.444, KL loss: 29.244. 
550000/10108000 (epoch 6) loss: 4.837, gen loss: 1.339, ret loss: 0.129, fp loss: 0.444, KL loss: 29.254. 
560000/10108000 (epoch 6) loss: 4.834, gen loss: 1.338, ret loss: 0.129, fp loss: 0.442, KL loss: 29.248. 
570000/10108000 (epoch 6) loss: 4.832, gen loss: 1.336, ret loss: 0.129, fp loss: 0.442, KL loss: 29.245. 
580000/10108000 (epoch 6) loss: 4.830, gen loss: 1.335, ret loss: 0.129, fp loss: 0.441, KL loss: 29.241. 
590000/10108000 (epoch 6) loss: 4.830, gen loss: 1.335, ret loss: 0.130, fp loss: 0.441, KL loss: 29.243. 
600000/10108000 (epoch 6) loss: 4.829, gen loss: 1.333, ret loss: 0.130, fp loss: 0.442, KL loss: 29.241. 
Model checkpoint: save/all_data_10k_vocab/model6.ckpt. Average for epoch , loss: 4.829
610000/10108000 (epoch 7) loss: 4.802, gen loss: 1.310, ret loss: 0.132, fp loss: 0.440, KL loss: 29.202. 
620000/10108000 (epoch 7) loss: 4.806, gen loss: 1.316, ret loss: 0.129, fp loss: 0.440, KL loss: 29.209. 
630000/10108000 (epoch 7) loss: 4.801, gen loss: 1.312, ret loss: 0.130, fp loss: 0.439, KL loss: 29.199. 
640000/10108000 (epoch 7) loss: 4.802, gen loss: 1.314, ret loss: 0.130, fp loss: 0.439, KL loss: 29.197. 
650000/10108000 (epoch 7) loss: 4.805, gen loss: 1.316, ret loss: 0.130, fp loss: 0.439, KL loss: 29.206. 
660000/10108000 (epoch 7) loss: 4.805, gen loss: 1.316, ret loss: 0.129, fp loss: 0.438, KL loss: 29.207. 
670000/10108000 (epoch 7) loss: 4.802, gen loss: 1.315, ret loss: 0.129, fp loss: 0.437, KL loss: 29.209. 
680000/10108000 (epoch 7) loss: 4.799, gen loss: 1.313, ret loss: 0.129, fp loss: 0.437, KL loss: 29.204. 
690000/10108000 (epoch 7) loss: 4.798, gen loss: 1.313, ret loss: 0.129, fp loss: 0.436, KL loss: 29.198. 
700000/10108000 (epoch 7) loss: 4.794, gen loss: 1.311, ret loss: 0.129, fp loss: 0.435, KL loss: 29.188. 
Model checkpoint: save/all_data_10k_vocab/model7.ckpt. Average for epoch , loss: 4.792
710000/10108000 (epoch 8) loss: 4.747, gen loss: 1.294, ret loss: 0.129, fp loss: 0.415, KL loss: 29.095. 
720000/10108000 (epoch 8) loss: 4.756, gen loss: 1.295, ret loss: 0.128, fp loss: 0.423, KL loss: 29.100. 
730000/10108000 (epoch 8) loss: 4.752, gen loss: 1.291, ret loss: 0.127, fp loss: 0.422, KL loss: 29.121. 
740000/10108000 (epoch 8) loss: 4.752, gen loss: 1.292, ret loss: 0.127, fp loss: 0.422, KL loss: 29.111. 
750000/10108000 (epoch 8) loss: 4.755, gen loss: 1.295, ret loss: 0.126, fp loss: 0.422, KL loss: 29.118. 
760000/10108000 (epoch 8) loss: 4.755, gen loss: 1.295, ret loss: 0.126, fp loss: 0.421, KL loss: 29.118. 
770000/10108000 (epoch 8) loss: 4.754, gen loss: 1.294, ret loss: 0.127, fp loss: 0.421, KL loss: 29.124. 
780000/10108000 (epoch 8) loss: 4.751, gen loss: 1.292, ret loss: 0.126, fp loss: 0.420, KL loss: 29.116. 
790000/10108000 (epoch 8) loss: 4.750, gen loss: 1.292, ret loss: 0.126, fp loss: 0.420, KL loss: 29.114. 
800000/10108000 (epoch 8) loss: 4.749, gen loss: 1.291, ret loss: 0.127, fp loss: 0.420, KL loss: 29.110. 
Model checkpoint: save/all_data_10k_vocab/model8.ckpt. Average for epoch , loss: 4.748
810000/10108000 (epoch 9) loss: 4.716, gen loss: 1.272, ret loss: 0.127, fp loss: 0.416, KL loss: 29.012. 
820000/10108000 (epoch 9) loss: 4.743, gen loss: 1.283, ret loss: 0.129, fp loss: 0.422, KL loss: 29.093. 
830000/10108000 (epoch 9) loss: 4.743, gen loss: 1.283, ret loss: 0.129, fp loss: 0.421, KL loss: 29.098. 
840000/10108000 (epoch 9) loss: 4.744, gen loss: 1.286, ret loss: 0.128, fp loss: 0.420, KL loss: 29.099. 
850000/10108000 (epoch 9) loss: 4.748, gen loss: 1.289, ret loss: 0.128, fp loss: 0.421, KL loss: 29.102. 
860000/10108000 (epoch 9) loss: 4.746, gen loss: 1.289, ret loss: 0.127, fp loss: 0.421, KL loss: 29.095. 
870000/10108000 (epoch 9) loss: 4.744, gen loss: 1.288, ret loss: 0.127, fp loss: 0.420, KL loss: 29.089. 
880000/10108000 (epoch 9) loss: 4.742, gen loss: 1.287, ret loss: 0.128, fp loss: 0.420, KL loss: 29.084. 
890000/10108000 (epoch 9) loss: 4.743, gen loss: 1.288, ret loss: 0.128, fp loss: 0.419, KL loss: 29.085. 
900000/10108000 (epoch 9) loss: 4.742, gen loss: 1.287, ret loss: 0.128, fp loss: 0.419, KL loss: 29.082. 
Model checkpoint: save/all_data_10k_vocab/model9.ckpt. Average for epoch , loss: 4.741
910000/10108000 (epoch 10) loss: 4.711, gen loss: 1.294, ret loss: 0.120, fp loss: 0.410, KL loss: 28.867. 
920000/10108000 (epoch 10) loss: 4.724, gen loss: 1.280, ret loss: 0.128, fp loss: 0.413, KL loss: 29.025. 
930000/10108000 (epoch 10) loss: 4.718, gen loss: 1.273, ret loss: 0.127, fp loss: 0.417, KL loss: 29.016. 
940000/10108000 (epoch 10) loss: 4.716, gen loss: 1.272, ret loss: 0.127, fp loss: 0.416, KL loss: 29.011. 
950000/10108000 (epoch 10) loss: 4.716, gen loss: 1.274, ret loss: 0.127, fp loss: 0.414, KL loss: 29.003. 
960000/10108000 (epoch 10) loss: 4.714, gen loss: 1.274, ret loss: 0.127, fp loss: 0.413, KL loss: 29.003. 
970000/10108000 (epoch 10) loss: 4.713, gen loss: 1.273, ret loss: 0.127, fp loss: 0.413, KL loss: 29.001. 
980000/10108000 (epoch 10) loss: 4.709, gen loss: 1.271, ret loss: 0.127, fp loss: 0.412, KL loss: 28.992. 
990000/10108000 (epoch 10) loss: 4.708, gen loss: 1.271, ret loss: 0.128, fp loss: 0.411, KL loss: 28.989. 
1000000/10108000 (epoch 10) loss: 4.707, gen loss: 1.271, ret loss: 0.128, fp loss: 0.410, KL loss: 28.988. 
1010000/10108000 (epoch 10) loss: 4.706, gen loss: 1.270, ret loss: 0.128, fp loss: 0.410, KL loss: 28.987. 
Model checkpoint: save/all_data_10k_vocab/model10.ckpt. Average for epoch , loss: 4.706
1020000/10108000 (epoch 11) loss: 4.693, gen loss: 1.272, ret loss: 0.127, fp loss: 0.400, KL loss: 28.945. 
1030000/10108000 (epoch 11) loss: 4.697, gen loss: 1.271, ret loss: 0.128, fp loss: 0.402, KL loss: 28.968. 
1040000/10108000 (epoch 11) loss: 4.695, gen loss: 1.269, ret loss: 0.129, fp loss: 0.401, KL loss: 28.967. 
1050000/10108000 (epoch 11) loss: 4.696, gen loss: 1.269, ret loss: 0.129, fp loss: 0.401, KL loss: 28.968. 
1060000/10108000 (epoch 11) loss: 4.695, gen loss: 1.270, ret loss: 0.129, fp loss: 0.400, KL loss: 28.961. 
1070000/10108000 (epoch 11) loss: 4.694, gen loss: 1.269, ret loss: 0.129, fp loss: 0.400, KL loss: 28.961. 
1080000/10108000 (epoch 11) loss: 4.691, gen loss: 1.267, ret loss: 0.129, fp loss: 0.400, KL loss: 28.956. 
1090000/10108000 (epoch 11) loss: 4.691, gen loss: 1.267, ret loss: 0.129, fp loss: 0.400, KL loss: 28.955. 
1100000/10108000 (epoch 11) loss: 4.692, gen loss: 1.267, ret loss: 0.129, fp loss: 0.399, KL loss: 28.957. 
1110000/10108000 (epoch 11) loss: 4.693, gen loss: 1.268, ret loss: 0.129, fp loss: 0.400, KL loss: 28.962. 
Model checkpoint: save/all_data_10k_vocab/model11.ckpt. Average for epoch , loss: 4.693
1120000/10108000 (epoch 12) loss: 4.699, gen loss: 1.269, ret loss: 0.130, fp loss: 0.404, KL loss: 28.955. 
1130000/10108000 (epoch 12) loss: 4.692, gen loss: 1.261, ret loss: 0.131, fp loss: 0.404, KL loss: 28.959. 
1140000/10108000 (epoch 12) loss: 4.690, gen loss: 1.261, ret loss: 0.131, fp loss: 0.404, KL loss: 28.946. 
1150000/10108000 (epoch 12) loss: 4.694, gen loss: 1.264, ret loss: 0.131, fp loss: 0.403, KL loss: 28.953. 
1160000/10108000 (epoch 12) loss: 4.696, gen loss: 1.266, ret loss: 0.130, fp loss: 0.404, KL loss: 28.957. 
1170000/10108000 (epoch 12) loss: 4.695, gen loss: 1.266, ret loss: 0.130, fp loss: 0.404, KL loss: 28.955. 
1180000/10108000 (epoch 12) loss: 4.692, gen loss: 1.264, ret loss: 0.130, fp loss: 0.403, KL loss: 28.945. 
1190000/10108000 (epoch 12) loss: 4.691, gen loss: 1.264, ret loss: 0.130, fp loss: 0.404, KL loss: 28.942. 
1200000/10108000 (epoch 12) loss: 4.693, gen loss: 1.264, ret loss: 0.130, fp loss: 0.405, KL loss: 28.943. 
1210000/10108000 (epoch 12) loss: 4.694, gen loss: 1.264, ret loss: 0.130, fp loss: 0.406, KL loss: 28.945. 
Model checkpoint: save/all_data_10k_vocab/model12.ckpt. Average for epoch , loss: 4.694
1220000/10108000 (epoch 13) loss: 4.704, gen loss: 1.268, ret loss: 0.127, fp loss: 0.411, KL loss: 28.988. 
1230000/10108000 (epoch 13) loss: 4.699, gen loss: 1.265, ret loss: 0.128, fp loss: 0.411, KL loss: 28.956. 
1240000/10108000 (epoch 13) loss: 4.696, gen loss: 1.264, ret loss: 0.128, fp loss: 0.409, KL loss: 28.952. 
1250000/10108000 (epoch 13) loss: 4.696, gen loss: 1.264, ret loss: 0.128, fp loss: 0.410, KL loss: 28.943. 
1260000/10108000 (epoch 13) loss: 4.698, gen loss: 1.265, ret loss: 0.129, fp loss: 0.410, KL loss: 28.937. 
1270000/10108000 (epoch 13) loss: 4.696, gen loss: 1.265, ret loss: 0.129, fp loss: 0.409, KL loss: 28.934. 
1280000/10108000 (epoch 13) loss: 4.694, gen loss: 1.264, ret loss: 0.129, fp loss: 0.408, KL loss: 28.928. 
1290000/10108000 (epoch 13) loss: 4.695, gen loss: 1.265, ret loss: 0.129, fp loss: 0.408, KL loss: 28.926. 
1300000/10108000 (epoch 13) loss: 4.696, gen loss: 1.266, ret loss: 0.129, fp loss: 0.408, KL loss: 28.926. 
1310000/10108000 (epoch 13) loss: 4.696, gen loss: 1.266, ret loss: 0.130, fp loss: 0.408, KL loss: 28.920. 
Model checkpoint: save/all_data_10k_vocab/model13.ckpt. Average for epoch , loss: 4.697
1320000/10108000 (epoch 14) loss: 4.692, gen loss: 1.263, ret loss: 0.134, fp loss: 0.407, KL loss: 28.882. 
1330000/10108000 (epoch 14) loss: 4.687, gen loss: 1.258, ret loss: 0.133, fp loss: 0.409, KL loss: 28.869. 
1340000/10108000 (epoch 14) loss: 4.691, gen loss: 1.262, ret loss: 0.133, fp loss: 0.409, KL loss: 28.868. 
1350000/10108000 (epoch 14) loss: 4.696, gen loss: 1.267, ret loss: 0.133, fp loss: 0.408, KL loss: 28.879. 
1360000/10108000 (epoch 14) loss: 4.698, gen loss: 1.268, ret loss: 0.133, fp loss: 0.408, KL loss: 28.888. 
1370000/10108000 (epoch 14) loss: 4.698, gen loss: 1.269, ret loss: 0.132, fp loss: 0.407, KL loss: 28.898. 
1380000/10108000 (epoch 14) loss: 4.696, gen loss: 1.268, ret loss: 0.132, fp loss: 0.407, KL loss: 28.892. 
1390000/10108000 (epoch 14) loss: 4.697, gen loss: 1.269, ret loss: 0.132, fp loss: 0.407, KL loss: 28.893. 
1400000/10108000 (epoch 14) loss: 4.698, gen loss: 1.270, ret loss: 0.132, fp loss: 0.408, KL loss: 28.893. 
1410000/10108000 (epoch 14) loss: 4.698, gen loss: 1.269, ret loss: 0.131, fp loss: 0.408, KL loss: 28.891. 
Model checkpoint: save/all_data_10k_vocab/model14.ckpt. Average for epoch , loss: 4.698
1420000/10108000 (epoch 15) loss: 4.693, gen loss: 1.266, ret loss: 0.133, fp loss: 0.410, KL loss: 28.841. 
1430000/10108000 (epoch 15) loss: 4.698, gen loss: 1.269, ret loss: 0.132, fp loss: 0.411, KL loss: 28.860. 
1440000/10108000 (epoch 15) loss: 4.697, gen loss: 1.267, ret loss: 0.131, fp loss: 0.412, KL loss: 28.864. 
1450000/10108000 (epoch 15) loss: 4.698, gen loss: 1.267, ret loss: 0.132, fp loss: 0.412, KL loss: 28.870. 
1460000/10108000 (epoch 15) loss: 4.701, gen loss: 1.269, ret loss: 0.132, fp loss: 0.413, KL loss: 28.881. 
1470000/10108000 (epoch 15) loss: 4.701, gen loss: 1.268, ret loss: 0.132, fp loss: 0.413, KL loss: 28.879. 
1480000/10108000 (epoch 15) loss: 4.700, gen loss: 1.268, ret loss: 0.131, fp loss: 0.413, KL loss: 28.881. 
1490000/10108000 (epoch 15) loss: 4.700, gen loss: 1.268, ret loss: 0.131, fp loss: 0.413, KL loss: 28.876. 
1500000/10108000 (epoch 15) loss: 4.701, gen loss: 1.269, ret loss: 0.131, fp loss: 0.413, KL loss: 28.877. 
1510000/10108000 (epoch 15) loss: 4.703, gen loss: 1.269, ret loss: 0.132, fp loss: 0.414, KL loss: 28.880. 
Model checkpoint: save/all_data_10k_vocab/model15.ckpt. Average for epoch , loss: 4.704
1520000/10108000 (epoch 16) loss: 4.705, gen loss: 1.271, ret loss: 0.131, fp loss: 0.411, KL loss: 28.925. 
1530000/10108000 (epoch 16) loss: 4.711, gen loss: 1.271, ret loss: 0.134, fp loss: 0.413, KL loss: 28.927. 
1540000/10108000 (epoch 16) loss: 4.703, gen loss: 1.264, ret loss: 0.133, fp loss: 0.413, KL loss: 28.923. 
1550000/10108000 (epoch 16) loss: 4.708, gen loss: 1.267, ret loss: 0.133, fp loss: 0.415, KL loss: 28.926. 
1560000/10108000 (epoch 16) loss: 4.712, gen loss: 1.269, ret loss: 0.133, fp loss: 0.417, KL loss: 28.928. 
1570000/10108000 (epoch 16) loss: 4.712, gen loss: 1.268, ret loss: 0.133, fp loss: 0.418, KL loss: 28.926. 
1580000/10108000 (epoch 16) loss: 4.709, gen loss: 1.267, ret loss: 0.133, fp loss: 0.417, KL loss: 28.922. 
1590000/10108000 (epoch 16) loss: 4.708, gen loss: 1.267, ret loss: 0.133, fp loss: 0.417, KL loss: 28.919. 
1600000/10108000 (epoch 16) loss: 4.709, gen loss: 1.267, ret loss: 0.132, fp loss: 0.417, KL loss: 28.920. 
1610000/10108000 (epoch 16) loss: 4.709, gen loss: 1.267, ret loss: 0.133, fp loss: 0.417, KL loss: 28.921. 
Model checkpoint: save/all_data_10k_vocab/model16.ckpt. Average for epoch , loss: 4.710
1620000/10108000 (epoch 17) loss: 4.713, gen loss: 1.258, ret loss: 0.134, fp loss: 0.431, KL loss: 28.896. 
1630000/10108000 (epoch 17) loss: 4.713, gen loss: 1.271, ret loss: 0.132, fp loss: 0.419, KL loss: 28.912. 
1640000/10108000 (epoch 17) loss: 4.713, gen loss: 1.273, ret loss: 0.131, fp loss: 0.418, KL loss: 28.915. 
1650000/10108000 (epoch 17) loss: 4.713, gen loss: 1.272, ret loss: 0.132, fp loss: 0.419, KL loss: 28.909. 
1660000/10108000 (epoch 17) loss: 4.719, gen loss: 1.275, ret loss: 0.132, fp loss: 0.420, KL loss: 28.919. 
1670000/10108000 (epoch 17) loss: 4.717, gen loss: 1.275, ret loss: 0.132, fp loss: 0.419, KL loss: 28.911. 
1680000/10108000 (epoch 17) loss: 4.716, gen loss: 1.273, ret loss: 0.133, fp loss: 0.419, KL loss: 28.912. 
1690000/10108000 (epoch 17) loss: 4.713, gen loss: 1.271, ret loss: 0.133, fp loss: 0.419, KL loss: 28.908. 
1700000/10108000 (epoch 17) loss: 4.713, gen loss: 1.271, ret loss: 0.133, fp loss: 0.418, KL loss: 28.907. 
1710000/10108000 (epoch 17) loss: 4.711, gen loss: 1.270, ret loss: 0.133, fp loss: 0.418, KL loss: 28.904. 
Model checkpoint: save/all_data_10k_vocab/model17.ckpt. Average for epoch , loss: 4.710
1720000/10108000 (epoch 18) loss: 4.709, gen loss: 1.274, ret loss: 0.132, fp loss: 0.410, KL loss: 28.924. 
1730000/10108000 (epoch 18) loss: 4.708, gen loss: 1.272, ret loss: 0.132, fp loss: 0.414, KL loss: 28.897. 
1740000/10108000 (epoch 18) loss: 4.709, gen loss: 1.269, ret loss: 0.133, fp loss: 0.416, KL loss: 28.906. 
1750000/10108000 (epoch 18) loss: 4.711, gen loss: 1.273, ret loss: 0.133, fp loss: 0.414, KL loss: 28.904. 
1760000/10108000 (epoch 18) loss: 4.713, gen loss: 1.274, ret loss: 0.134, fp loss: 0.415, KL loss: 28.902. 
1770000/10108000 (epoch 18) loss: 4.716, gen loss: 1.273, ret loss: 0.134, fp loss: 0.417, KL loss: 28.913. 
1780000/10108000 (epoch 18) loss: 4.716, gen loss: 1.274, ret loss: 0.134, fp loss: 0.417, KL loss: 28.913. 
1790000/10108000 (epoch 18) loss: 4.716, gen loss: 1.274, ret loss: 0.134, fp loss: 0.418, KL loss: 28.906. 
1800000/10108000 (epoch 18) loss: 4.717, gen loss: 1.274, ret loss: 0.134, fp loss: 0.419, KL loss: 28.909. 
1810000/10108000 (epoch 18) loss: 4.719, gen loss: 1.275, ret loss: 0.133, fp loss: 0.420, KL loss: 28.907. 
Model checkpoint: save/all_data_10k_vocab/model18.ckpt. Average for epoch , loss: 4.719
1820000/10108000 (epoch 19) loss: 4.678, gen loss: 1.238, ret loss: 0.148, fp loss: 0.416, KL loss: 28.759. 
1830000/10108000 (epoch 19) loss: 4.706, gen loss: 1.260, ret loss: 0.136, fp loss: 0.423, KL loss: 28.880. 
1840000/10108000 (epoch 19) loss: 4.705, gen loss: 1.256, ret loss: 0.135, fp loss: 0.426, KL loss: 28.877. 
1850000/10108000 (epoch 19) loss: 4.704, gen loss: 1.257, ret loss: 0.135, fp loss: 0.426, KL loss: 28.868. 
1860000/10108000 (epoch 19) loss: 4.707, gen loss: 1.259, ret loss: 0.134, fp loss: 0.426, KL loss: 28.878. 
1870000/10108000 (epoch 19) loss: 4.711, gen loss: 1.262, ret loss: 0.135, fp loss: 0.427, KL loss: 28.879. 
1880000/10108000 (epoch 19) loss: 4.711, gen loss: 1.263, ret loss: 0.135, fp loss: 0.426, KL loss: 28.879. 
1890000/10108000 (epoch 19) loss: 4.709, gen loss: 1.262, ret loss: 0.134, fp loss: 0.425, KL loss: 28.880. 
1900000/10108000 (epoch 19) loss: 4.708, gen loss: 1.263, ret loss: 0.134, fp loss: 0.424, KL loss: 28.875. 
1910000/10108000 (epoch 19) loss: 4.710, gen loss: 1.264, ret loss: 0.134, fp loss: 0.424, KL loss: 28.877. 
1920000/10108000 (epoch 19) loss: 4.711, gen loss: 1.265, ret loss: 0.134, fp loss: 0.424, KL loss: 28.879. 
Model checkpoint: save/all_data_10k_vocab/model19.ckpt. Average for epoch , loss: 4.711
1930000/10108000 (epoch 20) loss: 4.701, gen loss: 1.255, ret loss: 0.137, fp loss: 0.422, KL loss: 28.871. 
1940000/10108000 (epoch 20) loss: 4.709, gen loss: 1.256, ret loss: 0.136, fp loss: 0.428, KL loss: 28.889. 
1950000/10108000 (epoch 20) loss: 4.711, gen loss: 1.257, ret loss: 0.135, fp loss: 0.430, KL loss: 28.893. 
1960000/10108000 (epoch 20) loss: 4.715, gen loss: 1.260, ret loss: 0.135, fp loss: 0.431, KL loss: 28.897. 
1970000/10108000 (epoch 20) loss: 4.717, gen loss: 1.261, ret loss: 0.135, fp loss: 0.431, KL loss: 28.893. 
1980000/10108000 (epoch 20) loss: 4.716, gen loss: 1.260, ret loss: 0.135, fp loss: 0.431, KL loss: 28.887. 
1990000/10108000 (epoch 20) loss: 4.716, gen loss: 1.261, ret loss: 0.135, fp loss: 0.431, KL loss: 28.886. 
2000000/10108000 (epoch 20) loss: 4.716, gen loss: 1.262, ret loss: 0.135, fp loss: 0.431, KL loss: 28.881. 
2010000/10108000 (epoch 20) loss: 4.716, gen loss: 1.264, ret loss: 0.135, fp loss: 0.431, KL loss: 28.872. 
2020000/10108000 (epoch 20) loss: 4.717, gen loss: 1.264, ret loss: 0.135, fp loss: 0.431, KL loss: 28.873. 
